,Unnamed: 0,Source,Target,Weight
265538,265538,cell,is,49
265699,265699,is,wiping,41
265709,265709,man,picture,35
265734,265734,IS,WOMAN,31
265828,265828,man,rock,38
265875,265875,¿,is,46
265948,265948,filing,is,37
266001,266001,girl,putting,73
266010,266010,shaving,is,32
266024,266024,is,call,38
266096,266096,ball,down,50
266129,266129,hair,styling,49
266219,266219,basketball,basketball,32
266302,266302,bicycle,man,256
266329,266329,Baby,are,39
266343,266343,baby,asleep,40
266424,266424,man,firing,112
266465,266465,man,slide,40
266498,266498,egg,cracks,36
266499,266499,pork,woman,97
266535,266535,making,woman,116
266730,266730,pouring,pan,142
266806,266806,kicking,man,79
266822,266822,cutting,women,51
266868,266868,playing,boys,128
266912,266912,bathing,is,66
266915,266915,is,beating,88
266981,266981,cat,bag,69
267006,267006,»,¿,193
267054,267054,woman,climbing,52
267256,267256,are,cricket,63
267271,267271,is,Someone,1835
267291,267291,licking,'s,46
267477,267477,meowing,is,55
267703,267703,performing,stunts,49
267900,267900,beach,horse,47
267970,267970,bridge,walking,31
268008,268008,singing,while,58
268150,268150,are,hands,40
268182,268182,grass,cutting,44
268327,268327,while,down,39
268413,268413,girl,bike,48
268469,268469,tomato,sauce,61
268524,268524,is,blowing,90
268584,268584,man,running,354
268604,268604,is,sitting,513
268630,268630,woods,are,43
268722,268722,raw,meat,39
268738,268738,monkey,dog,97
268827,268827,woman,stirring,51
268879,268879,Someone,cooking,51
268968,268968,man,basketball,97
268969,268969,man,truck,85
269010,269010,is,leaves,124
269182,269182,down,runs,46
269183,269183,area,man,34
269206,269206,dog,ground,37
269254,269254,beach,running,40
269383,269383,jumping,man,161
269409,269409,woman,dog,84
269471,269471,man,stick,65
269492,269492,cut,man,135
269493,269493,is,something,869
269666,269666,girl,plays,40
269681,269681,woman,standing,46
269759,269759,mountain,is,35
269912,269912,dicing,onion,51
269924,269924,cat,person,66
270024,270024,man,game,57
270040,270040,is,blue,54
270145,270145,horse,jumping,31
270265,270265,lady,put,46
270296,270296,dog,is,2061
270505,270505,is,hole,47
270553,270553,shadow,eye,45
270568,270568,dog,are,99
270874,270874,scratching,cat,39
270889,270889,basketball,court,33
270943,270943,area,is,45
271150,271150,driving,road,69
271152,271152,mango,woman,45
271157,271157,rock,climbing,57
271328,271328,funny,is,49
271351,271351,soccer,kicks,40
271393,271393,crawling,is,102
271505,271505,tomato,slices,33
271545,271545,suit,man,54
271559,271559,turning,is,36
271597,271597,are,outside,43
271638,271638,ground,off,56
271745,271745,door,man,75
271806,271806,is,fire,82
271845,271845,is,typing,81
271868,271868,water,adding,53
272174,272174,bed,lying,36
272225,272225,bread,woman,34
272328,272328,across,walking,57
272542,272542,is,squeezing,39
272565,272565,rope,climbing,42
272577,272577,stage,boy,41
272608,272608,cat,while,37
272703,272703,is,fly,36
272738,272738,man,ran,43
272760,272760,fish,dog,49
272800,272800,is,push,34
273090,273090,cooked,is,90
273242,273242,wheel,hamster,36
273276,273276,jumps,off,61
273297,273297,keyboard,playing,180
273372,273372,meat,fat,44
273373,273373,tortilla,is,40
273416,273416,trying,ball,32
273566,273566,middle,man,45
273588,273588,mouse,is,51
273930,273930,is,bench,40
273942,273942,rising,is,42
274024,274024,soccer,kicking,57
274030,274030,woman,pan,241
274266,274266,is,news,36
274364,274364,mixture,man,36
274403,274403,man,tree,138
274459,274459,ball,tennis,46
274608,274608,down,girl,75
274681,274681,talking,while,74
274693,274693,chef,onion,44
274696,274696,cartoon,is,93
274703,274703,girl,motorcycle,35
274792,274792,man,pineapple,39
274808,274808,stage,performing,137
274911,274911,fell,off,38
274925,274925,person,something,222
275126,275126,man,middle,45
275274,275274,cracking,is,106
275300,275300,bag,is,101
275308,275308,bell,pepper,51
275317,275317,spaghetti,is,76
275318,275318,placing,woman,45
275382,275382,man,ingredients,51
275406,275406,dog,pool,161
275504,275504,Someone,slices,38
275528,275528,man,axe,62
275570,275570,head,her,56
275627,275627,man,shaving,40
275731,275731,air,is,103
275769,275769,baby,boy,36
275855,275855,woman,makeup,139
275891,275891,circles,is,59
275965,275965,throwing,man,92
275985,275985,dough,kneading,53
276205,276205,running,race,39
276364,276364,cake,is,118
276399,276399,sliding,is,114
276413,276413,'s,baby,80
276641,276641,hamster,seeds,44
276667,276667,man,spreading,55
276769,276769,dog,one,32
276823,276823,is,giving,147
276839,276839,person,onion,132
277152,277152,is,skipping,35
277183,277183,is,box,239
277220,277220,playing,gorilla,34
277327,277327,boy,car,33
277372,277372,piece,man,161
277631,277631,seeing,is,50
277659,277659,man,cat,58
277800,277800,man,petting,43
277865,277865,plate,man,99
277879,277879,is,working,59
277890,277890,roof,is,44
277947,277947,man,oven,83
278005,278005,dish,making,124
278042,278042,is,onstage,34
278188,278188,basketball,shot,32
278191,278191,news,is,36
278452,278452,cage,are,32
278521,278521,liquid,pouring,57
278653,278653,is,motion,41
278676,278676,cell,phone,70
278684,278684,playing,puppies,58
278708,278708,is,oil,198
278848,278848,boat,man,89
278898,278898,is,get,97
278950,278950,cooking,her,47
278985,278985,cuts,potato,35
279202,279202,sitting,down,48
279392,279392,woman,potato,261
279445,279445,cooking,women,68
279534,279534,off,is,503
279689,279689,boxing,men,55
279743,279743,are,zebras,64
279775,279775,baby,playing,303
279814,279814,man,backwards,33
279870,279870,driven,is,43
279878,279878,man,boy,60
279894,279894,rain,man,62
279944,279944,man,fishing,62
279995,279995,looking,cat,58
280046,280046,is,cup,124
280170,280170,baby,crawling,50
280201,280201,CUTTING,MAN,63
280375,280375,is,karate,43
280395,280395,person,mixing,100
280522,280522,phone,are,62
280562,280562,down,car,113
280743,280743,is,store,49
280747,280747,stairs,puppy,34
280753,280753,man,guns,72
280803,280803,couple,is,76
280957,280957,horse,is,1155
280978,280978,horse,beach,47
281061,281061,is,foot,45
281151,281151,papaya,is,32
281175,281175,slices,cuts,37
281231,281231,person,pouring,103
281235,281235,cup,is,124
281299,281299,is,counter,47
281312,281312,baby,falling,36
281336,281336,swinging,man,38
281389,281389,Men,playing,110
281523,281523,water,bowl,134
281617,281617,half,man,116
281756,281756,bunny,is,41
281795,281795,rabbit,is,135
281813,281813,while,playing,84
281830,281830,woman,kissing,92
281833,281833,man,trying,110
281879,281879,lady,cut,125
281997,281997,podium,man,32
282001,282001,hugging,is,45
282028,282028,is,slowly,56
282035,282035,pieces,Someone,64
282080,282080,is,slicing,2103
282093,282093,waking,is,32
282110,282110,is,sand,52
282122,282122,is,smoking,93
282139,282139,back,is,287
282149,282149,cat,jumped,36
282184,282184,cutting,onion,200
282236,282236,slides,down,45
282303,282303,preparing,something,76
282345,282345,is,falling,201
282422,282422,is,show,50
282442,282442,shirt,man,38
282447,282447,fish,man,182
282565,282565,dough,is,263
282569,282569,bubble,gum,32
282629,282629,video,music,31
282716,282716,pencil,sharpening,31
282743,282743,water,off,59
282763,282763,box,inside,35
282824,282824,coking,person,37
282904,282904,meat,woman,293
282934,282934,is,roof,44
282981,282981,piece,folding,36
283110,283110,TV,is,40
283155,283155,bike,rides,59
283300,283300,back,woman,60
283343,283343,street,woman,58
283378,283378,wood,is,119
283531,283531,goat,is,32
283582,283582,container,water,33
283599,283599,chef,is,314
283611,283611,song,man,89
283623,283623,man,spaghetti,65
283809,283809,football,boy,36
283819,283819,baby,tiger,44
283825,283825,targets,man,64
283844,283844,car,man,522
283865,283865,feeding,baby,37
283901,283901,mirror,looking,55
283941,283941,man,bottles,43
284030,284030,jet,is,57
284300,284300,peeling,skin,54
284504,284504,window,man,45
284721,284721,pan,person,126
284790,284790,something,man,234
284843,284843,frying,man,37
284856,284856,faucet,is,40
284966,284966,cutting,pieces,211
285031,285031,potatoes,Someone,34
285043,285043,woman,being,38
285058,285058,Someone,using,37
285077,285077,cricket,is,35
285088,285088,is,kangaroo,85
285102,285102,suit,is,45
285196,285196,down,driving,84
285206,285206,eating,bird,44
285462,285462,trying,eat,38
285467,285467,soup,is,51
285485,285485,is,cycle,77
285557,285557,Someone,potato,54
285560,285560,are,getting,37
285573,285573,is,cupcake,39
285646,285646,ball,man,202
285653,285653,women,fighting,31
285799,285799,grating,woman,33
285852,285852,man,lifts,65
285872,285872,dog,lady,52
286102,286102,is,bread,398
286178,286178,making,chef,32
286212,286212,are,soccer,106
286268,286268,cut,meat,32
286321,286321,looking,dog,41
286449,286449,chicken,putting,36
286517,286517,hair,man,45
286876,286876,pool,diving,32
286885,286885,chicken,man,236
287033,287033,dog,puppy,50
287060,287060,watching,television,51
287194,287194,stunts,performing,49
287206,287206,is,parsley,33
287210,287210,walking,down,158
287356,287356,pouring,person,103
287409,287409,off,cutting,62
287489,287489,blowing,bubble,50
287843,287843,is,paws,57
287883,287883,hands,washing,46
287947,287947,girl,dog,37
288035,288035,head,woman,51
288138,288138,man,sheet,35
288260,288260,girl,face,39
288278,288278,pencil,is,84
288283,288283,cutting,onions,40
288327,288327,man,batter,32
288379,288379,are,food,88
288491,288491,water,person,160
288524,288524,someone,is,193
288564,288564,puppy,down,38
288671,288671,tub,water,31
288735,288735,trying,catch,44
288781,288781,box,cardboard,39
288857,288857,man,played,153
288860,288860,egg,is,262
289033,289033,holding,woman,82
289083,289083,is,boy,1789
289155,289155,leg,is,37
289242,289242,man,feeding,59
289325,289325,person,doing,127
289429,289429,person,bike,65
289437,289437,is,sun,44
289466,289466,piece,paper,170
289486,289486,woman,face,95
289557,289557,¿,»,193
289747,289747,adding,water,53
289759,289759,woman,violin,46
290205,290205,is,frying,284
290263,290263,playing,kitten,131
290454,290454,is,boxing,41
290563,290563,singing,guitar,406
290607,290607,being,chased,32
290667,290667,cardboard,box,39
290702,290702,is,vegetables,227
290785,290785,nails,is,38
290908,290908,chef,making,32
290987,290987,dog,walking,184
291123,291123,onions,man,69
291164,291164,sheet,man,35
291267,291267,is,juice,63
291309,291309,cat,watching,85
291335,291335,is,boiling,118
291352,291352,is,language,32
291407,291407,jumping,are,55
291427,291427,man,knife,432
291523,291523,baby,elephant,45
291598,291598,woman,chicken,102
291739,291739,man,box,185
291847,291847,is,stirring,280
291903,291903,are,game,48
292050,292050,while,are,62
292115,292115,playing,beach,62
292191,292191,sun,rising,34
292448,292448,get,trying,77
292527,292527,horse,cart,37
292679,292679,is,raw,83
292701,292701,street,are,71
292722,292722,are,is,109
292724,292724,is,cracking,106
292738,292738,potato,peels,38
292756,292756,video,is,101
292784,292784,talking,man,568
293203,293203,mother,is,38
293226,293226,are,behind,38
293246,293246,strawberries,is,31
293250,293250,lying,bed,36
293270,293270,Someone,meat,109
293275,293275,running,horse,31
293284,293284,is,potato,671
293367,293367,her,using,40
293384,293384,man,animal,33
293495,293495,box,man,185
293569,293569,while,dancing,32
293692,293692,dressed,man,33
293872,293872,is,chasing,115
293901,293901,Men,are,362
293903,293903,chopping,person,89
293929,293929,frog,is,96
293999,293999,smiling,baby,39
294079,294079,yard,is,34
294129,294129,floor,dancing,34
294206,294206,scooter,man,87
294223,294223,open,is,111
294352,294352,pool,woman,33
294378,294378,her,back,41
294482,294482,grill,is,40
294769,294769,food,dog,79
294965,294965,beef,is,78
294967,294967,sign,is,43
295089,295089,while,girl,39
295190,295190,pineapple,is,102
295304,295304,kangaroo,is,85
295370,295370,onion,is,662
295550,295550,bicycle,doing,33
295585,295585,path,man,38
295594,295594,slab,man,48
295641,295641,flute,girl,123
295651,295651,boys,video,31
295677,295677,paws,is,57
295701,295701,carrot,cutting,72
295748,295748,man,piece,161
295759,295759,mixing,woman,111
295785,295785,man,paper,226
295881,295881,men,fighting,153
295900,295900,people,riding,57
295908,295908,ingredients,adding,33
295914,295914,train,toy,58
295930,295930,moving,man,56
296041,296041,woman,cracking,80
296090,296090,jumping,dog,44
296098,296098,man,has,50
296102,296102,are,down,162
296165,296165,man,path,38
296187,296187,chef,cutting,67
296229,296229,trampoline,cat,34
296240,296240,playing,'s,44
296273,296273,soccer,playing,123
296275,296275,noodles,is,101
296286,296286,water,pool,40
296293,296293,are,table,64
296441,296441,screaming,is,34
296447,296447,sitting,chair,46
296479,296479,is,play,55
296485,296485,water,flour,39
296568,296568,man,slicing,676
296572,296572,keyboard,person,60
296582,296582,her,her,114
296681,296681,feeding,is,105
296722,296722,dish,is,184
296785,296785,girls,phone,31
296798,296798,toy,toy,44
296819,296819,rope,is,211
296836,296836,phone,cell,70
296906,296906,baby,dog,108
297022,297022,is,mushroom,31
297050,297050,playing,cat,635
297098,297098,is,coating,31
297146,297146,bicycle,woman,56
297209,297209,music,dancing,49
297225,297225,talking,phone,316
297229,297229,Someone,pours,43
297319,297319,microphone,man,104
297347,297347,doing,exercise,155
297387,297387,turtle,walking,72
297409,297409,are,rain,31
297467,297467,is,guy,422
297586,297586,meowing,cat,35
297645,297645,is,backwards,43
297668,297668,woman,dance,32
297753,297753,man,store,32
297764,297764,practicing,are,33
297964,297964,is,mixing,416
298016,298016,race,are,76
298109,298109,is,people,108
298149,298149,potatoes,cutting,73
298199,298199,is,eyes,31
298212,298212,video,boys,31
298249,298249,cutting,potato,177
298304,298304,fire,man,66
298385,298385,player,soccer,91
298449,298449,taking,bath,77
298514,298514,playing,basketball,91
298732,298732,trying,dog,103
298734,298734,smashing,is,34
298763,298763,sugar,coffee,31
298804,298804,are,laughing,37
298832,298832,man,chopping,201
298844,298844,baby,baby,54
298916,298916,person,piece,117
298922,298922,down,panda,41
298943,298943,rat,is,69
299006,299006,car,lifting,65
299095,299095,dropping,is,36
299263,299263,ice,cream,31
299310,299310,Someone,is,1835
299344,299344,lady,fish,31
299443,299443,phone,woman,106
299580,299580,trying,water,36
299608,299608,dog,something,43
299645,299645,trumpet,man,96
299749,299749,toy,is,208
299793,299793,paper,cuts,32
299961,299961,boat,rowing,36
299979,299979,is,garden,49
300076,300076,music,video,31
300088,300088,is,sky,47
300274,300274,baby,being,49
300357,300357,flute,plays,67
300517,300517,grass,dog,31
300847,300847,man,slow,33
300910,300910,down,slides,45
301132,301132,elephants,are,75
301162,301162,woman,applying,178
301179,301179,guns,is,54
301219,301219,cat,get,33
301261,301261,man,car,522
301371,301371,get,dog,69
301461,301461,onion,person,132
301486,301486,wall,is,147
301544,301544,woman,carrots,32
301677,301677,dish,preparing,32
301804,301804,down,are,162
301834,301834,pan,food,35
301890,301890,panda,playing,35
301966,301966,pulling,is,115
302028,302028,making,one,44
302081,302081,man,food,237
302084,302084,woman,garlic,142
302096,302096,rain,are,31
302189,302189,finger,baby,51
302251,302251,lady,food,51
302267,302267,is,like,74
302370,302370,is,One,81
302405,302405,is,floor,318
302556,302556,woman,carrot,116
302616,302616,man,eating,342
302799,302799,tomato,slicing,115
302885,302885,monkey,'s,54
303199,303199,is,skiing,31
303204,303204,eggs,is,344
303392,303392,potato,cutting,177
303419,303419,tiger,is,160
303420,303420,plastic,is,115
303458,303458,knife,garlic,39
303486,303486,is,eyebrows,33
303524,303524,applying,eye,60
303780,303780,making,dish,124
303827,303827,man,motorbike,35
303958,303958,car,people,33
304124,304124,bread,loaf,87
304426,304426,man,motorcycle,398
304710,304710,scissors,boy,33
304750,304750,bike,riding,361
304801,304801,dancing,while,32
304804,304804,is,whale,39
304827,304827,singing,woman,145
304982,304982,knife,cut,51
304996,304996,basketball,basket,63
305049,305049,off,woman,146
305099,305099,man,fell,74
305135,305135,pitcher,water,40
305168,305168,boat,water,35
305217,305217,wall,jumps,31
305260,305260,horse,her,41
305333,305333,man,house,40
305348,305348,man,took,31
305535,305535,chasing,is,115
305551,305551,lady,cooking,47
305611,305611,vegetables,person,71
305621,305621,is,is,624
305804,305804,is,umbrella,35
306140,306140,is,whisking,37
306314,306314,are,puppies,79
306490,306490,floor,is,318
306537,306537,eggs,cooking,52
306612,306612,bubble,blowing,50
306675,306675,man,falls,145
306700,306700,man,carrying,108
306743,306743,face,cat,40
306791,306791,puts,bowl,46
307108,307108,breaks,man,40
307156,307156,basket,is,49
307281,307281,man,targets,64
307306,307306,bun,man,36
307329,307329,is,top,112
307673,307673,scene,is,42
307770,307770,person,rides,32
307933,307933,are,one,97
307954,307954,is,serving,40
308167,308167,cutting,is,2391
308199,308199,blender,is,42
308208,308208,sidewalk,down,48
308304,308304,is,gun,337
308330,308330,boy,guitar,209
308603,308603,flute,woman,56
308847,308847,weight,man,35
309085,309085,ground,man,153
309217,309217,is,chocolate,45
309272,309272,jumps,water,51
309312,309312,is,biting,121
309443,309443,Someone,car,39
309548,309548,is,outside,123
309593,309593,dog,riding,66
309600,309600,cooking,are,55
309694,309694,man,wooden,92
309816,309816,is,speaking,164
309954,309954,egg,lady,41
310125,310125,pan,cooking,86
310226,310226,skating,man,34
310234,310234,is,helicopter,43
310278,310278,fighting,are,466
310367,310367,treadmill,walking,39
310436,310436,line,are,45
310675,310675,drums,is,163
310729,310729,liquid,man,105
310733,310733,singing,girl,102
310745,310745,wearing,man,57
310938,310938,guinea,pig,31
310985,310985,pan,butter,41
311027,311027,fan,cat,50
311128,311128,bear,panda,47
311129,311129,man,dog,150
311269,311269,man,card,82
311326,311326,going,man,44
311354,311354,are,teams,37
311573,311573,riding,scooter,78
311625,311625,removing,woman,53
311746,311746,is,area,45
311801,311801,bottles,man,43
311840,311840,raw,bowl,31
311853,311853,woman,cake,53
311880,311880,using,knife,119
312050,312050,phone,call,45
312102,312102,putting,chicken,36
312107,312107,girl,makeup,65
312126,312126,across,floor,47
312209,312209,piece,cutting,107
312263,312263,are,pool,93
312286,312286,playing,together,31
312292,312292,sharpening,is,49
312391,312391,bear,walking,34
312434,312434,piece,knife,33
312441,312441,water,tap,42
312517,312517,ride,horse,43
312518,312518,eggs,man,81
312567,312567,man,dances,50
312726,312726,pepper,person,39
312734,312734,band,stage,95
312872,312872,is,crying,105
312957,312957,is,kissing,69
312973,312973,shaking,is,44
313042,313042,chicken,wings,35
313315,313315,is,smelling,32
313394,313394,water,boiling,77
313398,313398,man,loaf,64
313541,313541,cup,drinking,39
313570,313570,half,is,86
313598,313598,rice,ball,32
313628,313628,coating,is,31
313780,313780,chicken,person,54
313846,313846,fire,is,82
314048,314048,spinning,man,50
314083,314083,man,bowling,36
314114,314114,holding,Someone,39
314117,314117,is,window,111
314283,314283,dog,swimming,116
314507,314507,lady,peeled,50
314515,314515,woman,down,157
314532,314532,man,gun,336
314719,314719,person,fish,51
314722,314722,persons,are,62
314732,314732,swimming,are,108
314775,314775,man,puppy,37
314792,314792,is,fruit,73
314804,314804,high,is,51
314811,314811,potatoes,person,56
314829,314829,man,flowers,36
314840,314840,are,men,1045
314848,314848,cut,onion,43
314852,314852,legs,walking,37
314902,314902,piano,man,274
314969,314969,bicycle,is,267
315037,315037,stairs,is,111
315126,315126,front,cat,46
315227,315227,cat,paw,52
315247,315247,cat,bowl,39
315310,315310,woman,side,33
315371,315371,video,game,47
315379,315379,floor,puppy,38
315392,315392,bottle,man,46
315413,315413,being,cut,63
315477,315477,one,hand,40
315524,315524,are,cat,90
315543,315543,kitchen,man,47
315593,315593,banana,peeling,52
315611,315611,horse,rides,113
315636,315636,is,air,103
315680,315680,is,wood,119
315693,315693,filled,is,36
315702,315702,pieces,man,154
315743,315743,woman,peels,54
315765,315765,egg,bowl,97
315872,315872,skin,is,110
315998,315998,group,people,175
316036,316036,show,make,34
316077,316077,floor,baby,47
316109,316109,one,making,44
316220,316220,cooking,Someone,51
316443,316443,music,man,85
316535,316535,falling,asleep,45
316612,316612,driving,person,46
316781,316781,dancing,girl,239
316798,316798,crashes,man,40
316907,316907,skin,peeling,54
316994,316994,walking,bear,34
317034,317034,seeds,sunflower,31
317134,317134,plane,off,50
317150,317150,pan,onions,34
317162,317162,boy,looking,32
317275,317275,playing,cards,33
317460,317460,sitting,man,208
317575,317575,man,jumping,161
317639,317639,cuts,man,188
317706,317706,pieces,carrot,35
317851,317851,one,one,34
317890,317890,carrots,slicing,56
318039,318039,eggs,lady,47
318047,318047,boy,bike,68
318091,318091,men,playing,227
318350,318350,is,animal,362
318366,318366,rides,motorcycle,44
318392,318392,skin,off,72
318455,318455,pulling,man,36
318492,318492,woman,oil,116
318509,318509,getting,is,185
318539,318539,tennis,dog,33
318664,318664,one,men,36
318842,318842,boys,dancing,86
318958,318958,petting,is,99
319020,319020,is,going,189
319036,319036,person,person,48
319055,319055,cooking,food,35
319080,319080,man,pistol,61
319092,319092,potatoe,lady,35
319119,319119,boy,singing,66
319124,319124,pieces,cut,40
319131,319131,woman,mango,45
319151,319151,train,car,35
319176,319176,is,dish,184
319211,319211,Men,soccer,39
319221,319221,doing,funny,51
319234,319234,Somebody,is,88
319243,319243,is,make-up,31
319326,319326,cutting,girl,36
319423,319423,boy,off,42
319437,319437,is,meowing,55
319489,319489,shopping,is,34
319626,319626,doing,stunts,71
319763,319763,walking,man,420
319886,319886,man,grass,59
319930,319930,is,behind,101
319937,319937,person,are,39
320014,320014,dancing,stage,209
320038,320038,is,sign,43
320116,320116,singing,stage,89
320148,320148,dog,barking,122
320177,320177,'s,hair,31
320240,320240,block,man,49
320316,320316,cucumbers,man,31
320402,320402,water,water,62
320421,320421,is,crowd,38
320455,320455,is,Man,86
320469,320469,is,hiding,43
320488,320488,off,falling,31
320515,320515,man,reading,81
320596,320596,boy,basketball,31
320623,320623,rock,is,75
320625,320625,floor,dog,70
320700,320700,pig,is,44
320733,320733,cutting,chef,67
320752,320752,down,moving,36
320797,320797,peeling,onion,51
320869,320869,opening,box,51
320896,320896,mixing,Someone,51
320905,320905,dances,woman,41
321033,321033,woman,egg,192
321314,321314,is,being,680
321349,321349,playing,gitter,33
321360,321360,eating,man,342
321398,321398,chicken,Someone,46
321619,321619,guns,man,72
321701,321701,fat,man,36
321737,321737,car,boy,33
321833,321833,motorcycle,down,45
321873,321873,onion,pieces,59
321963,321963,make,video,31
321987,321987,boy,plays,64
322090,322090,knife,slices,57
322118,322118,bears,are,39
322172,322172,runs,man,107
322199,322199,pan,eggs,50
322317,322317,wooden,flute,61
322360,322360,dancing,boys,86
322372,322372,rabbit,playing,49
322402,322402,woman,while,130
322403,322403,is,boat,131
322450,322450,rock,wall,53
322482,322482,something,frying,31
322492,322492,man,sliding,48
322515,322515,eating,pizza,41
322533,322533,slicing,knife,145
322566,322566,cheese,man,109
322662,322662,rice,bowl,45
322743,322743,sharpening,pencil,31
322772,322772,is,police,66
322990,322990,waving,is,41
323049,323049,is,recipe,51
323212,323212,pool,walking,32
323264,323264,bread,spreading,58
323396,323396,is,dirt,53
323491,323491,singing,women,42
323665,323665,group,is,77
323721,323721,man,cucumber,92
323747,323747,man,cooked,36
323754,323754,dog,cat,195
323840,323840,hamster,is,109
323853,323853,man,water,664
323953,323953,street,walking,43
323969,323969,one,riding,32
324003,324003,is,log,35
324127,324127,make,show,34
324147,324147,serving,is,40
324155,324155,runs,down,46
324183,324183,man,bread,332
324290,324290,is,apple,120
324381,324381,slicing,woman,729
324416,324416,man,top,101
324419,324419,meat,person,140
324507,324507,is,demonstrating,47
324543,324543,man,being,73
324633,324633,milk,woman,45
324680,324680,down,road,220
324776,324776,baby,cute,54
324831,324831,cooking,man,479
324887,324887,language,sign,42
324959,324959,singing,are,182
325124,325124,airplane,is,56
325150,325150,cabbage,is,54
325215,325215,man,field,113
325258,325258,monkey,monkey,36
325301,325301,man,tortilla,53
325312,325312,sniffing,is,62
325394,325394,bike,motor,45
325438,325438,man,jumps,124
325439,325439,is,firing,153
325564,325564,cooked,being,31
325844,325844,getting,man,68
325869,325869,vegetable,slicing,59
325883,325883,is,elephant,201
325966,325966,woman,knife,165
326023,326023,singing,song,165
326106,326106,pudding,rice,66
326221,326221,is,TV,40
326268,326268,cat,gate,34
326323,326323,kicks,ball,45
326342,326342,wagging,is,78
326404,326404,skating,dolls,40
326425,326425,plays,piano,89
326451,326451,is,pot,330
326474,326474,is,laughing,196
326498,326498,knife,chopping,56
326564,326564,cleaning,man,141
326622,326622,slices,carrot,37
326773,326773,her,putting,52
326817,326817,vegetable,man,66
327021,327021,girls,stage,42
327044,327044,is,baseball,35
327068,327068,are,track,59
327135,327135,cutting,vegetable,76
327137,327137,boy,paper,49
327142,327142,jumping,girl,47
327152,327152,is,opening,164
327224,327224,is,cut,188
327380,327380,walking,tortoise,35
327397,327397,slices,cucumber,47
327411,327411,car,drives,54
327426,327426,dancing,rain,112
327434,327434,towards,man,41
327439,327439,horse,rider,70
327445,327445,lady,egg,41
327499,327499,man,sidewalk,49
327572,327572,is,axe,34
327812,327812,woman,shrimp,215
327870,327870,cat,was,42
327996,327996,piece,person,117
328328,328328,bowl,food,52
328334,328334,gorilla,drums,35
328523,328523,microphone,singing,67
328543,328543,are,going,33
328653,328653,cucumber,woman,68
328752,328752,put,man,68
328860,328860,adding,pot,41
328999,328999,tail,monkey,56
329020,329020,her,women,58
329119,329119,woman,reading,43
329230,329230,person,running,32
329253,329253,gym,man,31
329403,329403,while,cat,37
329428,329428,woman,cigarette,32
329508,329508,is,dropping,36
329588,329588,car,girl,45
329591,329591,knife,woman,165
329652,329652,riding,people,57
329668,329668,keyboard,is,223
329740,329740,pieces,person,94
329778,329778,eating,woman,102
329792,329792,is,guitar,1755
329839,329839,is,frog,96
329866,329866,rides,person,32
330052,330052,woman,tomatoes,42
330119,330119,ball,kicks,45
330151,330151,tail,is,155
330220,330220,slices,woman,148
330248,330248,shrimp,person,73
330368,330368,goal,ball,53
330398,330398,man,hand,219
330571,330571,is,half,86
330643,330643,playing,ball,286
330648,330648,man,spinning,50
330650,330650,animal,playing,48
330659,330659,cutting,potatoes,73
330727,330727,falling,baby,36
330791,330791,instrument,is,115
330951,330951,hiding,is,43
331010,331010,keyboard,Someone,43
331052,331052,walking,men,68
331166,331166,man,drops,33
331243,331243,plants,girl,35
331325,331325,is,fat,91
331522,331522,dance,people,34
331708,331708,spaghetti,eating,50
331798,331798,body,man,48
331873,331873,bowl,butter,32
331960,331960,field,man,113
332023,332023,slicing,potatoes,76
332077,332077,dog,toy,69
332175,332175,exercising,is,156
332220,332220,knife,sharpening,36
332223,332223,knife,potato,39
332247,332247,ups,is,39
332260,332260,boy,eating,41
332336,332336,riding,down,80
332345,332345,is,teeth,47
332365,332365,wings,chicken,35
332483,332483,walking,horse,53
332703,332703,running,down,116
332897,332897,is,fence,54
333060,333060,man,sort,57
333285,333285,seated,playing,37
333343,333343,eating,noodles,34
333359,333359,slicing,garlic,33
333421,333421,house,man,40
333451,333451,carrot,slices,37
333567,333567,boy,stick,34
333604,333604,is,showing,237
333696,333696,pieces,woman,157
334188,334188,is,pineapple,102
334211,334211,guitar,is,1755
334253,334253,men,one,36
334262,334262,riding,bike,361
334286,334286,riding,boy,122
334328,334328,man,drawing,66
334359,334359,is,are,109
334391,334391,cat,across,35
334522,334522,singing,dancing,128
334597,334597,cutting,board,34
334764,334764,one,lady,45
334775,334775,man,having,38
334861,334861,man,added,38
334883,334883,is,baby,1369
334885,334885,onion,slicing,255
334932,334932,saying,is,41
335081,335081,boy,stage,41
335191,335191,herbs,woman,31
335207,335207,is,reading,150
335268,335268,guitar,seated,36
335412,335412,girl,something,40
335477,335477,man,taking,172
335654,335654,funny,doing,51
335691,335691,pool,dog,161
335709,335709,are,while,62
335766,335766,person,rice,67
335819,335819,playing,watermelon,40
335850,335850,is,mirror,122
335880,335880,is,squirrel,70
335949,335949,meat,cut,32
335951,335951,is,chef,314
335959,335959,Man,is,86
336177,336177,down,sitting,48
336205,336205,car,'s,34
336217,336217,talking,telephone,38
336242,336242,cat,faucet,39
336258,336258,marching,are,38
336431,336431,sauce,is,195
336471,336471,person,walking,45
336606,336606,mixing,flour,63
336761,336761,climbing,rope,42
336978,336978,is,parrot,48
337014,337014,are,bears,39
337110,337110,paper,Someone,83
337140,337140,person,pot,135
337224,337224,stage,group,50
337232,337232,girl,her,475
337351,337351,are,guys,64
337374,337374,woman,street,58
337425,337425,woman,pineapple,61
